text,label
in game purchase dumpster,Negative
good,Positive
Battlefield 2042 is a running simulator,Negative
Early Access Reviewits a piece of hot stinky ass,Negative
trash.,Negative
yes,Positive
Good Game Period.,Positive
Memorable,Positive
C'est rare d'avoir un jeu qui crash aussi souvent.,Negative
alot of quests,Positive
Absolutely loved this game ! recommended,Positive
wow,Positive
nahujam free bled,Positive
"Gameplay  Is just boring for me. If I was gonna play dine and dash might as well just play penguin diner but that's just me. Felt like playing a gameloft game back in the days on the mobile phone as well with the art style and all Idk if that's a bad thing or not. Also its not fully pixelated? there's a bit of ""3d"" in it which personally I don't dig.",Negative
Great game with ideal improvements over CS1. Absolutely needs to be more compatible with avg specs. But I run at 45-55fps and it is serviceable. Would be infinitely more enjoyable if it looked better.,Positive
it's simply not  the 2010s anymore this game is losing an uphill battle,Negative
stressful,Negative
"this game is so fun, the only thing bad about this is pvp. i recommend you try this",Positive
"Portal 2 speaks for itself. Absolute classic of a series, highly recommend.",Positive
Bloody brilliant.  I would recommend this game to anyone.   Never played anything like it.  Fantastic.,Positive
FIRE,Positive
its a fun open world experience. hope they make more like this!,Positive
i suck at this game,Negative
Fun,Positive
"Bro this game have bugs everywhere, i had to close the game 4 times in 3 min, because everytime i open the market the game bugs and i cant leave the masrket.... worst fifa i ever play!",Negative
Product refundedCan't recommend because it crashed so many times and so often that i can't really tell what the game is.,Negative
ADDICTIVE,Positive
Early Access Review.,Positive
"This game is a labour of love, bad reception at launch. But has turned into an excellent gem.",Positive
This is a Good game.,Positive
Product received for freeFun for when you want to hate yourself.,Positive
gg,Positive
"Extremely buggy and limited selection of assets and maps. Even though its the base game, I expected a little more. Seems they scraped by with the bare minimum and still charged pretty high for the game.I do have to say road tools are much better than CS1 and building roads with all the tools is a lot of fun.",Negative
Early Access Reviewehh,Negative
You are not owning the game by developers license.Also must enable telementry otherwise I cannot access DLC? What kind of small dev would do such a thing? I am thinking on returning the game.,Negative
worst fifa ever,Negative
Do you like cheaters? Do you like lag? Do you like getting spawn killed? Do you like glitches? Do you like imbalanced gameplay? Please do play Battlefield 2042 as it has it all in abundance!!,Negative
"there's never any diversity in my gameplay with Civ V""I want to do commerce.""""AI declares war on me, I'm the bad guy, now I have to genocide the planet.""""I want to do religion.""""AI declares war on me, I'm the bad guy, now I have to genocide the planet.""""I want to do culture.""""AI declares war on me, I'm the bad guy, now I have to genocide the planet.""""I want to do science.""""AI declares war on me, I'm the bad guy, now I have to genocide the planet.""It's boring doing the same thing every playthru",Negative
"not sure why the game has such a positive rating, maybe it just isnt my stylethe gameplay seems repetitive as you only shoot enemies and mine resourcesthe 3D map is a struggle to use and the dark environment makes it hard to navigateyou are also constantly threatened by rough terrain, fall damage, and the lack of ammooverall, i wouldnt recommend this game, unless you enjoy challenging and grindy games",Negative
"I made it through most of the game before giving up due to buggy bosses.Pros- Story is interesting- Some neat combat ideasCons- The game itself isn't very difficult. It's just buggy combat- Zero stagger resistance against any attacks. If you get touched while swinging, oh well. Yet basic enemies take multiple power attacks with a heavy weapon to stagger.- Attacks not registering WAY TOO FREQUENTLY. Imagine a heavy swing at a boss at point blank range that swooshes through the air. Again, and again, and again, until you give up and write this review.- Bosses will switch attacks mid-animation. Seems they can cancel any attack at any point, and switch to any other attack. Just a jumbled garble of random half swings.- Seems every enemy has a small random chance to initiate a one-hit-kill instant out-of-nowhere attack if you're close range.- I did a particular quest where I needed to talk to a particular person, but when I showed up they attacked me. I killed in self defense, but then I couldn't complete the quest. What?",Negative
bigg boom,Positive
"Roll a dice, reload save, die and reload simulator 2023",Negative
its alright,Positive
GLORY OR VALHALLA,Positive
Awesome,Positive
ist good,Positive
"One of the best games of all time.I will forever and always hold this game close to my heart, it brought me many hours of joy and immersion. Highly recommend playing this game to anyone who wants a fantastic experience. Thank you, ConcernedApe, for this masterpiece of a game!",Positive
Early Access ReviewI like playing with friends and by myself cause I have no friends in this game at this point cause I just play on my own if anyone really wants to play be my guest by all means do it all i am saying it good game for friends and hangout and ignore  reality cause if you have bad life you go in vr have fun there,Positive
good,Positive
non playable,Negative
"it doesn't seem like a ""finished"" product, has many bugs but still it's fun to play and hopefully all will be fixed in the near future",Positive
234 hours just to have the water physics wipe out the city.  Its one bug after another at this time its just not worth the purchase. Most bugs are minor and can be over looked but things like were enough to make me quit. Maybe try again in another year.,Negative
game doesn't launch anymore,Negative
Early Access ReviewCringe people everywhere,Positive
"Product received for freeBeen playing GTA since it was top view, favorite game franchise ever.",Positive
just wish there was a way to buy an actual box with the game...,Positive
goty,Positive
pog,Positive
"Any positive reviews are from bots or people who are for some reason willing to overlook the countless problems with this trash game. The last 3 times I've tried to log in and play myCareer the game has ""failed to connect to online services"". I don't even play the online modes I just want to play offline NBA on myCareer but I can't even do that. I could go on literally for hours with the problems this game has, I'm not exaggerating, It's ridiculous. The fact that we still have last get on PC is one of the most pathetic but there are A LOT more than just that. If you paid full price for this game, you should feel bad.",Negative
"Iunno.  I played the hell out of Fallout 3, but every Bethesda game I've tried since I just can't really get hooked on.  This was the same, just... a lot more empty space.  Meh.",Negative
"blyatskaya poeben, skachal no ne rabotaet, tvar'. kto etu igru pridumal, nadeius u vas pes umret ot iznasilovania",Negative
meh,Negative
I hate this game,Positive
Great game,Positive
Early Access Reviewno,Negative
"Its like portal 1, but betterngl it still stands even in 2023 this game is so good",Positive
"I can't believe Chells only canonical words are ""I'm sad Wheatly play Despacito""",Negative
"It's not everything I wanted, but it's a good game to relax to.",Positive
Epic,Positive
"Very simple, very fun. A great little game that will have you coming back for one more round again and again.",Positive
Yes,Positive
"Product received for freei got it as a gift so i could play with friends.if you aint broke would reccomend, gett it on sale regardless of buying poweruse smapi after a few playstry at least one unmodded run",Positive
Beautiful game,Positive
Pinaka walang kwentang laro na nabili ko magsasayang ka lang pera mo dito sa putang inang laro na to..,Negative
Garbage game,Negative
"I don't play much end game stuff. I create a new character, play through most of the main quest and side quest up to usually around level 90- 110 then just delete and start again... have done this at least 10 or 12 times.The game is great for just wandering around and doing stuff at your leisure. You can play on a team, alone or alone on a team. The community is awesome and very friendly.",Positive
"Check my profile. Thousands of hours in every edition since 2012. This is the worst edition by a mile, won't be touching it agaikn.",Negative
"Game have its problems, but its still more positive than negative. Ammount of detail in game is amazing. Game is in different level than orginal CS1.But if not sure that you want play now, wait month or two.",Positive
too long,Negative
The single most dangerous dopamine engine ever created.A lethal weapon to those with attention disorders.,Positive
"Rerelease Csgo separately so I don't have to give hours to this game, 64 tick is better than subtick.",Negative
"I cannot play this game because of terrible audio. The mix is atrocious, the non stop drums in the bar scene are so loud that I quit the game.",Negative
yes bird,Positive
I disliked the gameplay,Negative
"The most beautiful Diablo game after Diablo 2, its price may seem a bit expensive. Wait for the discount, get it, the game is simply amazing, I can't play it because my friend hasn't bought it yet, I can hardly contain myself, I want him to buy it as soon as possible and let's hunt more demons.",Positive
"i would say its a good game, other than the fact you have to almost all the time pull out a walkthrough on youtube because of how difficult it is to pass the level by yourself.",Negative
Best Game. now that everything is fixed!,Positive
PoE is still the best even with this Positive Review Boting for D4!,Negative
I just wanted a mindless looter shooter and I could just ignore most of the criticism people had for this game. But even with the lowest of expectations I was disappointed.,Negative
"F...... DISCONNECTING , DISCONNECTING and DISCONNECTING ALL TIME NOW . CAN'T COMPLETE A SINGLE MISSION  - DISCONNECTED AND START FROM BEGINNING AGAIN . F.... THIS",Negative
Terrible game do not buy,Negative
good,Positive
"The game was released in Early Access on June 20, 2022.  I waited a while before picking it up.  There had been discussions in the forum threads regarding Controller Support.  Controller support was stated to be added at a later date.  It is now November 25, 2023 and still no controller support.  The game isn't bad, but lacking modern controls and extra features found in other games has soured my experience in this game.  Maybe some day we'll see full controller support in this title.  I'll play it more then, and if the controls work properly I'll change this review.",Negative
Great game,Positive
very wow,Positive
Couldn't launch the game since my Rockstar Account has been dead for several years.Can't even unlink old Rockstar Account from Steam so I had to refund it.,Negative
Aight listen this game hits very different with friends,Positive
Played one game. Seems good.,Positive
This games actually a deep methodological analysis of what's it like to live in california with crippling anxiety bpd and stress discorders,Negative
What can I say that you don't already know - just buy the game,Positive
Awesome,Positive
Played it for 15 minutes then asked for a refund. I hope they make better games in the future.,Negative
Product received for freenumbawan!,Positive
Fantastic game!!!,Positive
"I don't use micro transactions and other cash grabbing predatory stuff they prey upon, I just play single player mods so its good for that.",Positive
"This is a beautiful looking game with fantastic storytelling and gameplay. Unfortunately, after 25 hours the game now crashes everytime I have tried to load a save.",Negative
Garry's mod is a 2000s game.,Positive
BEST BEST BEST,Positive
"Great game but the PC port is terrible, corrupted saves, crashes, just not a good time",Negative
Ikr,Positive
forced fun,Negative
"Product received for freeno respect to customer, since 2013.",Negative
"Games that stack everything against you and expect you to have a good time are dog poop. Literally do anything else with your time, this game is a waste of it",Negative
it makes me feel dumb,Negative
1337 hours.  Just noticed some wonders have AOE passives.That's pretty neat.,Positive
great story and game,Negative
"crashing after dying, can't load save anymore",Negative
"Why have I played this for over 30 hours? Do yourself a favor and avoid this game. It's a time wasting walking simulator that uses the same mechanics of a slot machine to get people addicted and coming back for more. It's cheap, and you will likely get your moneys worth, but I'd rather have the hours of my life back spent playing.This game works because people are simple and stupid creatures.Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine Dopamine",Negative
kose nanash ba serverhaye kirishashghal jam kon hoosele sarbar,Negative
think twice before u buy it,Negative
"I installed the game as free. At level 20, I bought it on Battlenet and played it on Steam until level 50, now after November 28th I can no longer play it on steam.",Negative
"Love the game! Very interacting and loving with the community! Will say wireless link the game is quite laggy and couldn't play it but other than the link issues, great game!",Positive
"So far it's a nice game looks awesome,but plz Bethesda add some land vehicles.",Positive
"Play it, So that i can play with you guys !!!!",Positive
fajne mietko tesz gra,Positive
"It's a gorgeous game, but the bosses are absolutely overtuned, and the window to parry attacks is much too small. You have the option of summoning allies to help you, but they then go too far the other direction, and trivialize the encounter.",Negative
ok but too much micro-transaction,Positive
Bring back stacks and artillery group damage,Negative
"THERAPEUTIC GAME, A MUST PLAY ARPG GAME",Positive
gets a bit boring after a while,Negative
christ i love this game but there is SO MANY BUGS AND CRASHES,Negative
Does work in 4k resolution.,Negative
"Honestly, it's a great game, and I enjoyed playing it with my friends. The story is entertaining, and the graphics are excellent. It's an extremely good game to spend time with friends.",Positive
"This game crashes constantly when I reach a city of 10,000 people at the lowest possible graphics settings.Cargo hubs of all types are broken and appear to make the game crash even worse.The CEO has doubled down on stupidity instead of fixing the game.I requested and was denied a refund because it took longer than 2 hours for these problems to become apparent.Boycott this game and this developer.I will not forget this, Valve, CO, Paradox.",Negative
"If you like doing chores, you're better off cleaning your house.",Negative
"LATEST UPDATE DOES NOT RUN AT ALL, ENDLESS PRE-MAIN MENU SCREEN AND CANNOT PROGRESS INTO THE GAME ITSELF AFTER LATEST UPDATE. FIX AND I WILL UPDATE MY REVIEW",Negative
"It's not an Assassin's Creed game, but it's a good Open World RPG.",Positive
Near Perfect Game. Assuming you like it's gameplay.,Positive
if u want to hate your friends get this game,Negative
not to fun,Negative
Product refundedCan't play multiplayer,Negative
"the game is extremely slow, lots of unnecessary screen that slow the play down.I wont be buying another football manager again.",Negative
new up dates trash. i used to ryun this city..,Negative
crash.  look another crash... look another.,Negative
I like it.,Positive
why in the end game magical transform to Dark Souls?,Negative
meow,Positive
great game and better story,Positive
want NEXT GEN!,Negative
Whenever HP drops to zero game crashes..... Anyone know a fix?,Negative
"where to start.ME is only good when you are attacking, gk and defenders dont engage or move, your players decide to randomly give the ball to opposition either by running into them or blind passes and set pieces are being broken",Negative
"Wow, no modding support at launch, how nice.",Negative
"Civ V is still miles better, removing features does not a sequel make.",Negative
brilliant,Positive
Early Access Reviewi hate that i love it but hate it so much and love it,Positive
"Clunyk controls, buggy, boring story, could have done without it. Very classic climb the towers save the world.",Negative
Product received for freeFailed clone of Path of Exile.,Negative
cel mai prost joc,Negative
"The game is good! Realy are! Of course if it can run on your's PC! Or if it able to connect on servers. For now this battlefield is not bad, even after that terrable release!However, I can't connect to servers, and I can't fix it for 3 days! I just playing like a 10 minutes and then - connect lost, and next each 2 minutes is crashing! So I would recommend try it on EA Play, or on free-weekend. If it work on PC of your's - you're lucky! But if game is crashing - refund it, because it's can't fix in easy ways! At least I can't found solution. I played it before on PS5, and it not bad! But on PC it's just can't running. So that's no chances to get a good review on this game! If you have something to say,comments are open, you're welcome!",Negative
It's damn addictive and once you figure out the mechanics of the game it its to the point of not wanting to stop playing.,Positive
Yes i would recommend but id wait for them to optimize the game,Positive
It's meh. For me all games similar are ruined by AC Odyssey. It's meh. Cool concept. Great story. Female main character is a huge turn off. Wanted to like it. But I'm done 6 hrs in. Should have known better. Only bought it because it was on sale. Still wish I could return it.,Negative
loveliest game i have ever played,Positive
"Dave The Diver is a fun, wholesome, and relaxing game that I view as a nice palate cleanser. In that this can be something you can play if you are trying to wash out the taste of a bad game you've played out of your mouth or if you just want to play something a little more simple and just relax.You can definitely tell that the developers put a lot of love into making this game and had some making it with its charming pixel art, chill soundtrack and a bit of quirky humor in between.The story feels like it's really just there for the sake of progression. Which is fine since it serves its purpose for what it's trying to do, but that's just it, it doesn't really stick with you. There are some points in the story where it does feel a little sluggish, but overall it has kept things interesting by steadily introducing new mechanics as you progress.Overall, I would say this a game that is worth picking just have something sit down, relax, and play. For it is VERY good at doing that.",Positive
OCE and SEA are dead and you will be playing with bots.,Negative
"Well, it's was good. Not great but good enough... but if you don't have enough time play something else",Negative
Much better now,Positive
PC Bloodborn,Positive
i love siting in a loading screen just for another loading screen then for it to crash and repeat.,Negative
This version of the game sucks. The game engine is stupid. Do not buy.,Negative
A lots of bugs anthony edwards has no shoes fix it 2k wtffff,Negative
"Not a huge fan but I'm obligated to review to ask for bloodborne,",Negative
Product refundedVery boring fake indie game,Negative
It promised a lot but delivers little. The initial quests were fun but the game quickly becomes repetitive. Basically this is Bethesda's version of No Man's Sky. Boring at best when it was released. Hopefully Bethesda can turn it around the way Hello Games did No Man's Sky. Until then save your money.,Negative
BROOOOOOOOOOOOOOOOOOOOGET THIS GAME ASAP!!!!!!!!!!!!!!!!!!,Positive
succeeds putting you in charge of your own adventure. However the open world has some uneven terrain.,Positive
bad graphics,Negative
didnt like it so much overwhelming meh,Negative
good updates,Positive
"really good game, made me stop doing crack.thank you garys mods",Positive
"Too long, and There are no Assassin's in it.Good game, But bad Assassin's creed game.",Negative
yes,Positive
the little gay ppl in my computer,Positive
it was a blast!,Positive
great!!!,Positive
"Too many quest breaking bugs, Game corruption of not loading key assets. Graphic bugs and Missing textures.This is a real shame. Bethesda could have done something amazing here.  Maybe in a year it will be worth the price.",Negative
"For me as a fan of the series and played everyone I just dont think the changes since the previous game are note worthy or impacting to enthuse me to play more.  Things like the match engine, fans and overall visuals of the game very poor for a modern game.  I know that this is the last version as we know it, but its long overdue and feel this game is merely just an update in players and little more.",Negative
i played till waterfall and i have to buy this game again and cant sex frog,Negative
completely ruined the game I loved most. Why valve wouldn't seperate cs2 and csgo so we could play csgo if we preferred it I'll never know. Thanks for helping me make the decision to quit valve.,Negative
"Early Access ReviewEvery update they make, the game gets worst.",Negative
Early Access ReviewW,Positive
"LOVE IT, SO PEACEFUL, I DONT HEAR VOICES IN MY HEAD ANYMORE",Positive
its fun and cool i mlove soccer,Positive
"imagine playing for hours, no type off auto-save whatsoever,  its 2023 do you job update the game",Negative
nicee game,Positive
Great strategy game tied to human history,Positive
im not good at this game so i dont like it,Negative
I do not understand why this game is overwhelmingly positive when most people have not even beaten it.The visuals and audio is great. Gameplay? You're not really playing,Negative
Early Access Reviewbad,Negative
"online is unplayable, single player is a short campaign padded out by driving endlessly through the desert, janky mechanics which kill you every five minutes and unnecessary collectables.",Negative
game fun,Positive
"The only thing this game has going for it are graphics. The gameplay is rough around the edges, combat feels uninspired and repetitive, and the story is super boring to the point where I found myself skipping dialogue. I really don't understand the hype around this game but maybe that's just me.",Negative
"Needs the Rockstar Game Launcher - and says another Rockstar account is linked to my Steam account. Can't fix this problem, and thus NOT being able to start the game...Never buy a game on Steam which needs some external Game Launchers!",Negative
"""They say the pen is greater than the sword, but they didn't say anything about thermonuclear bombs.""  -Ghandi, probably",Positive
omg undertale chara omgggggg,Negative
"Game is not optimized for PC, do not download unless you are a masochist.",Negative
"""Just one more turn."" - Your last words.",Positive
Product received for freei installed the game to play for free but now the game need licenses to play,Negative
The best game of 2017 and possibly 2018. Since then all downhill.,Negative
screen flashing to much,Negative
its really boring lol,Negative
"its really difficult as the tutorial is kinda not there, like the tutorial is there its just so bad it might as well not be and its also just kinda boring.",Negative
"Wide range of game play elements keep the pacing and dynamics enjoyable. Simple at its core but after a few hours you will have experienced so many enjoyable boss battles, mini games, resource management, and story lines.",Positive
It was just ok,Negative
Fallout 76.54321..,Positive
Poorly optimized and crashed within 45 minutes of playing.,Negative
"Epic game, not so epic fandom..",Positive
"Disappointed all around, only good thing is that it made me watch the expanse which made me dislike it even more.",Negative
"Lots of bugs, the players are balanced horibly and the game is a rip off just keep 2k23 if you want to play with your friends. I am greatfull that a friend bought it for me on a wesite for 15bucks if you bought it you are kinda stupid",Negative
"Darkest Dungeon seems like a great game, but in-game advertisement makes me so angry. I do not want so be harassed every time i open the game.  Greedy, anti-consumer behavior.",Negative
"nah men, been almost 3 years since release and this thing is still infected with bugs. Kinda ruined my experience.",Negative
Great game play. Hours of adventure,Positive
Product received for freebetter than GTA V,Positive
"I saw some gameplay on YouTube that got me to buy this game. However, as I invested more hours into it, the game gradually became tedious for me",Negative
knpa harus menggunakan  akun rockstar,Negative
It's FM,Positive
Good graphics and action. Unplayable due to bugs. It is not fixed. It does not count as a game. Some missions you cant even start. Disgusting for 60 dollars. FIx your damn game.,Negative
"the story is not very long but very engaging, also the depth of game play is pretty good for 20 bucks",Positive
It is a fun game,Positive
good,Positive
Absolutely unplayable. Always encounter error after end of the 2nd Season. Tried to contact their support team but no reply available. Not worth the money spent with this kind of customer service!!,Negative
nerf the stress mechanic and then the game is fun,Negative
The fishing minigame is actually alright,Positive
Product received for freeguf game,Negative
"I must say, AC Valhalla is a truly great game! The developers have crafted an incredible story line that keeps you hooked. The intricate plot twists, memorable characters, and immersive narrative make it an unforgettable gaming experience.Not only does the game excel in storytelling, but it also offers a vast array of quests to embark on. Whether it's thrilling combat missions, intricate puzzles to solve, or engaging side quests, there's always something exciting to do. The variety and depth of the quests ensure that you'll never run out of things to discover and accomplish.One of the standout features of the game is the expansive open-world map. It's a breathtaking Sync points, teeming with diverse environments, serene landscapes, and hidden treasures. Exploring every nook and cranny of this vast world is an adventure in itself. The attention to detail and the stunning visuals truly bring the game world to life.I can't help but express my love for this game! The combination of a captivating story, an abundance of quests, and a vast open-world map creates an immersive experience that keeps me coming back for more. It's a true masterpiece that showcases the talent and dedication of the developers.If you're a fan of captivating narratives, thrilling quests, and the freedom to explore a richly detailed world of vikings, this game is an absolute must-play. Prepare to be captivated, enthralled, and immerse yourself in a gaming experience that will leave you in awe. Enjoy the adventure!",Positive
"Terrible game, advanced defending ruined the game since its spammed by the worst players ever. DDA is real and EA doesn't even hide it in game either. Do not buy.",Negative
Can't even play as the ant civilization.,Negative
"Game is totally unstable, unfinished, and incomplete. DO NOT BUY",Negative
"It is truly a good game but the boss fights just feels unfair, no matter how much you dodge you will get hit once and then half your health is gone. Not to mention their mind numbingly unpredictable attack patterns. even after the boss is dead your left feeling unsatisfied and then given meaningless rewards",Negative
is fun,Positive
nice,Positive
"This game is so anoying. There are so stupid scenarios when playing against AI in career mode that are trully unbeliveble to happen, and they are happening constantly. It's not even close to reality, it's just making you not having any plesure from playing it. Usually it's the whole reason of geming entertinment to have fun. This game is no fun.",Negative
boring,Negative
"Still buggy af, ruins the gaming experience.",Negative
"High frustration potential due to clunky controls and clunky combat -- Dave often gets stuck in swimming animation and won't interact with objects for several seconds, while enemies can get positioned so they have multiple free hits on you before you can leave their hurt zone.No settings to reduce screen shake which happens frequently when spearfishing. A few too many game systems that aren't really necessary or well fleshed out, even some of the core systems like running the sushi restaurant seem like they needed more polish to be fun and balanced.It's a really charming game but far from perfect.",Negative
"Many strides have been made with 76 over the years, this is not the turd it was on launch. It still has issues, to be sure, but it's a Bethesda game... so of course it does. The modern community is great, and I've had a really wonderful time coming back to it. If you're okay with live service games, and Bethesda games, I think it's worth a play nowadays.",Positive
Good game!,Positive
ok,Positive
ALWAYS BUGS,Negative
"game is very slow, you have to wait for long time to load and some time it now works.",Negative
boah,Positive
Too good to write. Just play it.,Positive
"The gameplay is so good, but the story is so... meh... I really don't know how else to describe it. The gameplay mechanics are very polished and feel great, but as a story driven game, they really should've poured more effort into that department. The whole campain feels like the devs are screaming and begging for me to care about what's going on but I just... don't...",Negative
tam bir klasik.,Positive
Red zones,Negative
My stealth assassin game turned into an arcade number crunch.,Negative
"Product refundedAll my controller buttons messed up x was acting as o, o was acting as triangle, and square was x",Negative
Product received for freeThe first 20 levels were fun which is probably why they only let you play the first 20 levels in the free trial. The rest of the game is sure to be absolutely miserable with pedantic quests and no storage space for items. Not to mention the always online requirement.,Negative
"Great chill game. Surprisingly fun, and great on the steam deck!",Positive
Early Access ReviewNice.,Positive
"Probably BGS's weakest game since Arena. Bland factions, bland quests, bland characters. Exploration isn't fun or rewarding. Lot's of copy paste locations. Feels like the template of a game that could be, not something fleshed out.It's a bunch of separate gameplay systems looking for a reason to exist. Maybe after some DLC and mod tools it will be worth returning to, but as it stands it's not worth the money.",Negative
"A solid shooter, however, lately it has been riddled with crashes and cheaters. Not recommended until these are addressed.",Negative
ok,Positive
eh gets boring pretty fast,Negative
"Game is the same as any other year, but they need to get this working on steam deck.",Negative
great game both for pvp and pve players,Positive
I've been in love with this game for YEARS!,Positive
no likey,Negative
DOEST HAVE AGAIST AI.. MOST OF PLAYER IS CHEATING.. SO UN RELIABLE GAME..,Negative
"Buggy, unfair, and boring grinding. Can't casually play without following meta builds.",Negative
Good game but it similar to FARCRY,Positive
"hit reg, lag is pretty bad... would maybe recommend if you got it on sale.",Negative
niceee,Positive
just another grinder,Negative
too many cheater on this game wheres the anti cheat wtf,Negative
kinda fun doe,Positive
"A disappointment to the Assassin's Creed series, even by the standards of their recent games. Initially, I'm annoyed by the lack of steam achievements, which the previous games have had.The combat cinematic are repetitive, and way less smooth than any previous game, which really sets a new low for the franchise. Though I can't put my finger on it, the general movement and climbing also feels very clunky. The intro to the game was breaking new barriers... for how boring it was. To top it off, it felt very devoid of emotion. Maybe they wanted a stoic viking, but that doesn't help me connect with the character.I've known Assassin's Creed to be the franchise to go to when you want a cinematic combat experience, but this game really shows how much they've strayed from that. Syndicate was the last game for good cinematic combat, and Black Flag was the last game for good story and atmosphere. Every game since Black Flag almost seems to be competing to be a bigger joke than the last.",Negative
"Bought the game with hopes to carry one the progress I had from Gamepass. Bethesda couldnt fix the issue with the migration. Decided to start over again with a new character, cant even start a new character without the game asking me to migrate to Steam.. which keeps failing.Refund requested. done.",Negative
the shark ate my best freind,Positive
"You never really feel challenged in a meaningful way playing 76. The game isn't hard, just tedious. The grind is immense. Equipment mods are locked behind obscure rng mechanics. Events are mind numbingly pointless. And ultimately for what? All of the high level players run around in power armor mowing down mobs in an endless repetitive cycle. The main gameplay loop is stale.",Negative
good,Positive
Early Access ReviewThe newest update sucks really bad and it's only gonna hurt the community. And no there will still not be adult worlds kids can still join and lie about their age. and the in game purchases are just to get a cut of the money that people would get with Patreon,Negative
good,Positive
The best experience you will ever have,Positive
Doesn't make you feel powerful like D3 did.,Negative
Frequent crashes. Verifying local files does not replave all filesidentifide and only works for awhile. Must be done each time you play.,Negative
"Product refundedHonestly not for me. It looks gorgeous but the gameplay itself, both the diving segments and the resturaunt management felt very shallow. Perhaps that was to help match the games vibe, which is very relaxed, but there was nothing there that really hooked me.",Negative
This game would be amazing if it worked.This game doesn't support any resolution over 1080 for some reason.They won't update it for modern computers but still charge full price even though it can't be played on modern monitors that are newer than 10 years old.,Negative
cant wait for duff the demolisher,Positive
"I think people was expecting a very high expectation with this game. New graphics especially. For me, 2k24 is fun. Slightly better graphics, smoother motion and the AI is betterNice game anyway",Positive
Everybody Wants to Rule the World !,Positive
"No not sure anymore, after 150 hours looking into it. Sorry not what I expected, showing graphics we will never be able to see. If you had been smart wait for release or tells us how we could get our money back. From the best game....",Negative
gib hoony,Positive
yes,Positive
trash boss fights,Negative
good,Positive
"Early Access ReviewPerfect game to hangout with friends and watch movies in! I also genuinely love exploring some of the bigger worlds in here, it's like roblox but I can swear lol",Positive
I'm going to eat this game,Positive
Good story line and good open world elements,Positive
"Punishes carelessness, really shows the value of backing down when the situation has truly gone pear-shaped.",Positive
my dad plays this game,Positive
"Product received for freeEarly Access Reviewamazing game, slightly laggy for people with crap devices but overall really good",Positive
bomba,Positive
"Most fun i've had with one hand. Worth every penny, fun in single player and coop. It would be nice if there was more of the cool evolutions of skills, and more skills, and more maps, i want more.",Positive
Play Civ 5 instead.,Negative
Like and React this review to turn Positive,Negative
This is one of the best game single player game on steam,Positive
Super !,Positive
i couldnt refund doodoo game,Negative
Good game but to many cheaters,Negative
"looks awesome, feels awesome to play, and the setting is incredibly interesting, but the racism is annoying as hell.I love this game but I cannot in good faith recommend it, especially without pointing out how awful the appropriation and misrepresentation of indigenous cultures is. I feel they did try to be at least somewhat respectful, but it still relies so heavily on offensive stereotypes and terminology, the effort is half-assed at best",Negative
Product received for freeDownloaded and game never launches.. atleast give my money back and take this game... atleast i can purchase somewhere else.... worst server ever to buy a game,Negative
"Devs couldn't figure out how to program an AI that could outplay a human so the AI cheats at higher difficulties with better yields, combat stats and starting units. Anything lower than King difficulty is a braindead easy compstomp, anything higher than Emperor is you getting obliterated by a balls-out-cheating AI that is 3 cities ahead of you by turn 25. Then there's a cute little animation of them telling you how much you suck. Counterplay in higher difficulties means cheesing broken AI more than employing any kind of real strategy. Survive until you can nuke cities, because the AI doesn't use nukes, for whatever reason. Late-game is also very static and uninteresting.",Negative
"Great game, really enjoying the improvements made since launch, looking forward to eventually playing the DLC.",Positive
"""Many fall in the face of chaos, but not this one. Not Today.""Best dark fantasy dungeon crawler ever.",Positive
so fun so great,Positive
"cant even play deuce, it is getting disconnected at the start of the match",Negative
in this swinging action game you will go on many easy and many hard missions but still recommended,Positive
No StoryStill current gen,Negative
Punishin but in a fun way.,Positive
took hours off my adhd ridden life,Positive
"After 30 hours of playtime, Sarah is still playing hard to get. I'll update once I've navigated her Starfield.",Positive
i got jumpscared by wilbur soot when i opened the game,Negative
Went to Red Lobster would be a plus! In all honesty tho the game is great. But a lot of things fall short. Fix the parry window. For a game that expects you to parry a lot... its broken. The dodge as well. Such minor things holding back a wonderful game. Its been almost 2 months since release and no patches... No interest to listen to the community and fix simple things. Ill change my review upon some sort of patch...,Negative
